baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HMEL002114g1.t1	0	NA	NA	NA	NA	NA
HMEL002114g1.t2	0.00767007906845506	-0.249766135793888	2.98071248228778	-0.0837941053617439	0.933220134778115	NA
HMEL002115-RA	0.567522165647665	-0.433848781246349	0.90266742875727	-0.480629706384379	0.630779698519196	0.717747580523865
HMEL002116-RA	0.52543390605222	1.75939808363017	1.10904255550108	1.58641169800311	0.112645948508463	0.189908922000876
HMEL002117g1.t1	156.357022659641	2.17558522228977	0.416633097344688	5.22182523701394	1.77168131502358e-07	1.6278598100652e-06
HMEL002118g1.t1	31.946394518948	-2.46771942147043	0.478318024943779	-5.15916041792588	2.48059703658877e-07	2.18951590831009e-06
HMEL002119g1.t1	56.2325962980455	-0.842991295705957	0.640746200217485	-1.31563994514493	0.188294919723181	0.285636686171344
HMEL002121g1.t1	133.653268250214	-6.45872994844059	0.753733250253488	-8.56898637053421	1.04399889748475e-17	4.75665783387338e-16
HMEL002123g1.t1	5.5888077204399	0.907870792578899	0.534700647777161	1.69790479280896	0.089525732539677	0.157943861513146
HMEL002123g2.t1	77.3536615618205	0.439268329858867	0.458907012673119	0.957205529068172	0.338463526883738	0.448658773236854
HMEL002123g3.t1	0.690550618895743	-0.27044993980278	1.06016510110106	-0.25510171908309	0.798644536447107	0.851381295928758
HMEL002123g4.t1	0.222341337532508	0.913243303220443	1.41788478383237	0.644088513843881	0.519518038194355	NA
HMEL002123g5.t1	0.434678144539762	-1.99980997962635	1.07651601973019	-1.85766857434	0.0632160938271431	0.118909223932786
HMEL002123g6.t1	130.692820636863	-1.43231546119395	0.558279975152811	-2.56558630963236	0.0103001592246207	0.0261911551892677
HMEL002124g1.t1	129.667041716765	2.11743871900285	0.725507661650055	2.91856148588019	0.00351650517687127	0.0103589659890099
HMEL002125g1.t1	0.976352495910049	0.864499647218383	0.958704737369048	0.901737118344497	0.367196530284069	0.4778315896851
HMEL002125g2.t1	0.0154785639418539	-0.249766135793888	2.98071248228778	-0.0837941053617439	0.933220134778115	NA
HMEL002125g3.t1	0.426551210742336	0.677292971141454	0.925338337593248	0.731940895157391	0.464204643893267	0.57083926391536
HMEL002126g1.t1	241.933502381199	0.619729111914594	0.186329029142597	3.32599335039909	0.000881040304476487	0.00312523243940844
HMEL002127g1.t1	176.422805850478	0.654852487258304	0.395969274604164	1.65379621414549	0.0981689254592763	0.169748454720791
HMEL002128g1.t1	31.6122915670254	0.536343853198397	0.582710104844135	0.920429985235727	0.357348105169973	0.467730050652025
HMEL002131g1.t1	5.24958528477493	0.0714720952532547	0.354142009349364	0.201817613743607	0.840059311102275	0.882698831582168
HMEL002132g1.t1	163.806284169	-0.425318147612713	0.120374985869107	-3.53327682277109	0.000410442461865356	0.00161787152229926
HMEL002133g1.t1	38.231756091837	-0.598740808036046	0.153754416694338	-3.89413729315064	9.8548825575318e-05	0.000461760608768189
HMEL002134g1.t1	26.5057149641991	0.196396952046018	0.193752401772647	1.01364912253564	0.310750209123225	0.420704367638574
HMEL002136g1.t1	145.373391381093	0.0683861933053612	0.175117550199687	0.390515931883357	0.696155076723926	0.77170137183454
HMEL002137g1.t1	26.4479112456492	0.56240936413072	0.202679172703097	2.77487497422633	0.00552229327167731	0.0153270069686932
HMEL002142g1.t1	253.892626229028	-0.195591941140867	0.258228516812281	-0.757437418436062	0.448787845607452	0.556025825289896
HMEL002143g1.t1	30.0761793522939	0.102289527319897	0.370944558769264	0.275754219604347	0.782736848248548	0.83865914490953
HMEL002143g2.t1	2.54990926181581	-0.709797443154268	0.719924183376766	-0.985933601820405	0.324165696585852	0.434562495553909
HMEL002147g1.t1	0	NA	NA	NA	NA	NA
HMEL002147g1.t2	0	NA	NA	NA	NA	NA
HMEL002148g1.t1	71.6239029721355	-5.93974608416109	0.547347412762576	-10.851875692957	1.95374240797998e-27	2.09254559994991e-25
HMEL002149g1.t1	121.267753159819	-0.840708722673231	0.24104874148493	-3.48771255761064	0.000487171515417016	0.00187550579111186
HMEL002155g1.t1	4.06270380935306	-1.21331445926997	0.500521544769535	-2.42410036480775	0.0153463635893288	0.0365137616435754
HMEL002157g1.t1	0.0167577801704521	-0.490105419673209	2.98066755074416	-0.164428072346025	0.869394165783082	NA
HMEL002157g1.t2	0.528107660001466	-1.26081092223573	1.0569401535944	-1.19288771265622	0.232913352050613	0.337244998852945
HMEL002157g2.t1	172.898109090491	-0.356916066433531	0.337218679709551	-1.05841131559184	0.289867962843603	0.399288319678605
HMEL002158g1.t1	0.408562178468811	-0.0666230933956796	0.921493893104627	-0.0722990069648949	0.942363954957406	0.958322644480173
HMEL002159g1.t1	0.0682655913413936	-0.384944038260665	2.6645729249029	-0.14446744341767	0.885131363119998	NA
HMEL002159g2.t1	0.932525460719302	0.337928673133598	0.702893561907107	0.48076791629265	0.630681455266155	0.717692693147785
HMEL002160g1.t1	41.7064807675354	1.13312690278623	0.425344963499029	2.66401862023885	0.00772132886120412	0.0204798580328962
HMEL002161g1.t1	13.8377419174597	-3.0459958577411	0.519731849711946	-5.86070655363781	4.6090183365494e-09	5.81270924131432e-08
HMEL002163g1.t1	86.2261105616222	-3.19297555433869	0.573263449984755	-5.56982231192937	2.54999256700815e-08	2.81735899320254e-07
HMEL002164g1.t1	4.50391756560819	-5.36557818302357	0.81925185395626	-6.54936349196231	5.77828315040302e-11	1.03922205231308e-09
HMEL002165g1.t1	288.078217180069	-0.522310361404572	0.33508597232747	-1.5587353829725	0.119059023541781	0.198362074152886
HMEL002166g1.t1	0.12378986937735	-1.00851314654055	2.07320670187896	-0.48645084237212	0.626647550403198	NA
HMEL002167g1.t1	0.0197884736436838	-0.490105419673209	2.98066755074416	-0.164428072346025	0.869394165783082	NA
HMEL002168g1.t1	6.02972021785188	-1.17370934638053	0.673222079663928	-1.7434207549557	0.0812601454865927	0.145941483560796
HMEL002168g2.t1	0.018443012462247	-0.490105419673209	2.98066755074416	-0.164428072346025	0.869394165783082	NA
HMEL002169g1.t1	0.0362160944969185	-0.561317293599647	2.98063819516092	-0.188321177159626	0.850624885375401	NA
HMEL002169g1.t2	0	NA	NA	NA	NA	NA
HMEL002170g1.t1	791.282980168977	-3.76168628356413	0.521233222089984	-7.21689662926881	5.31873756011297e-13	1.31158971585466e-11
HMEL002173g1.t1	12.9304166132341	-0.143215318993426	0.295467286677253	-0.484707869368511	0.62788358354589	0.715586849126547
HMEL002175g1.t1	0.674936134466351	-0.320051693117956	0.758187346528519	-0.422127452513371	0.672931991022933	0.753171639644478
HMEL002175g2.t1	3.41565192112275	2.6505107233947	0.72259095738987	3.66806517060334	0.000244392897865329	0.00102739509963773
HMEL002175g3.t1	4.95790459213336	-0.158659922929364	0.501817414677902	-0.31617061960913	0.751873006919451	0.814467612295868
HMEL002176g1.t1	535.531973104229	-1.03565323585739	0.184380821753277	-5.61692493833886	1.9438581560709e-08	2.19325882515169e-07
HMEL002177g1.t1	231.055844008465	0.34902846202144	0.220045929899712	1.58616186257348	0.112702596594223	0.18994987113315
HMEL002179g1.t1	9772.78423062645	-0.162559971301285	0.160082616469194	-1.01547547689269	0.309879230507043	0.419952973761249
HMEL002179g2.t1	272.130803771024	0.73710765472477	0.18275302235462	4.03335411490193	5.49863223099849e-05	0.000275834917089445
HMEL002181g1.t1	1569.48591998298	-2.59385294471055	0.348048232260106	-7.45256750154126	9.1540993787727e-14	2.53139950451148e-12
HMEL002181g2.t1	477.21894618446	0.719285322036274	0.222912055018164	3.226767264685	0.00125197248110034	0.00424381413527446
HMEL002181g3.t1	534.46117056095	0.489893164479139	0.186507480202437	2.6266676486509	0.00862255057154177	0.0225206270796665
HMEL002186g1.t1	15.4723371801781	3.04897924021041	0.734770703673044	4.14956560593512	3.33106809108553e-05	0.00017680284483454
HMEL002187g1.t1	2.41276956577829	2.41797265423547	0.61225630357513	3.94928176339921	7.83860396077536e-05	0.000376252990117217
HMEL002188g1.t1	736.521818292967	0.297730199479696	0.207926899999243	1.43189841949638	0.152172894639734	0.241297689080705
HMEL002192g1.t1	0.518932315271344	-1.70767590018162	0.824875904941601	-2.07022158115107	0.0384315991863735	0.0789084851963994
HMEL002193g1.t1	799.173538081777	0.382246284923217	0.159607837033212	2.39490924774374	0.0166244794475727	0.0390570974355859
HMEL002195g1.t1	15.8460307965914	1.67479825754957	0.408072294336831	4.10417046389127	4.05768200746484e-05	0.000210617910203021
HMEL002196g1.t1	0	NA	NA	NA	NA	NA
HMEL002196g1.t2	0	NA	NA	NA	NA	NA
HMEL002199g1.t1	27.8864966355966	0.634331491644196	1.03006847435301	0.615814877785304	0.53801670694466	0.63751781523033
HMEL002202g1.t1	0	NA	NA	NA	NA	NA
HMEL002202g1.t2	0	NA	NA	NA	NA	NA
HMEL002203g1.t1	24.5116564421477	-0.558147951199468	0.424237970060746	-1.31564826957744	0.188292124410966	0.285636686171344
HMEL002204g1.t1	59.889983919142	-1.34709088256219	0.398787123468823	-3.37796985731287	0.000730230845728738	0.00265189096606752
HMEL002205g1.t1	654.926526375327	-1.27118437156807	0.267665801990497	-4.74914748957432	2.04275928510219e-06	1.44778672887835e-05
HMEL002207g1.t1	136.660609125492	-0.0872809463145749	0.22816041927469	-0.382542014044488	0.702059371508432	0.776507097710312
HMEL002207g2.t1	0.0321229020162888	-0.593053399370165	2.98062554864364	-0.198969441042347	0.842286649148531	NA
HMEL002210g1.t1	1470.11034523957	-1.31504713895156	0.285508454122282	-4.60598318531166	4.10521563040938e-06	2.73528573480202e-05
HMEL002211g1.t1	637.357683127049	0.5505156784441	0.160211276870837	3.43618557442701	0.000589966714453814	0.00221191282284251
HMEL002212g1.t1	0	NA	NA	NA	NA	NA
HMEL002212g1.t2	67.4245920112662	-0.80304890657111	0.346738439448223	-2.31600773150225	0.0205578465541119	0.0466771418675231
HMEL002212g2.t1	36.9299468871888	-0.0719663583078991	0.26681386050534	-0.269724961707747	0.78737185538088	0.842241996603293
HMEL002212g3.t1	315.315566066552	0.209566746133519	0.195713711483482	1.07078213654543	0.284267400821118	0.39371944593605
HMEL002213g1.t1	135.736644254675	-0.251580350268336	0.270840338429254	-0.928888036868449	0.352947113410546	0.46355098534696
HMEL002214g1.t1	914.100413623944	-0.183624216913596	0.146272179863716	-1.25535981677911	0.209348169618475	0.310581707910329
HMEL002215g1.t1	402.483816054212	0.561577395208384	0.212146610856091	2.64711933385223	0.00811807000586067	0.0213741590027724
HMEL002216-RA	147.787778937211	0.23725293228591	0.46887711923075	0.506002367262348	0.612854987827876	0.702531532372658
HMEL002217g1.t1	1650.53013267156	-8.80438275092179	0.750558501820114	-11.7304417038393	8.8993058773872e-32	1.33044622866939e-29
HMEL002218g1.t1	0.538157696784635	-2.43396169649041	1.0074115652829	-2.4160549475198	0.01568969347217	0.0371827081757899
HMEL002223g1.t1	835.817160509634	-0.45031174475629	0.12941066043133	-3.47971135650946	0.000501954263042313	0.00192313069492346
HMEL002224g1.t1	0.0884911630305547	-0.902839537244065	2.53278581157375	-0.356461068724593	0.721495302454871	NA
HMEL002224g1.t2	0	NA	NA	NA	NA	NA
HMEL002224g1.t3	0	NA	NA	NA	NA	NA
HMEL002224g2.t1	81.6927624053651	-1.47433717175469	0.459439183956055	-3.20899310124082	0.00133200688062747	0.00447808918968505
HMEL002225g1.t1	120.718526536849	0.709930533677953	0.375787198261013	1.88918232702768	0.0588674019795978	0.112364004948954
HMEL002226g1.t1	339.28322083504	-1.73845657315584	0.334735707705386	-5.19351994166669	2.06354827162269e-07	1.86969979762177e-06
HMEL002228g1.t1	81.5863181853762	0.220994761673424	0.351649071310772	0.628452567355476	0.529707509984281	0.629660103059448
